DateTime,VIA40RDB_V_PRES,GRAC_STAPRE_LIVE,TFLORESRDB_V_PRES_L10,TFLORESRDB_V_PRES_L12,CRA46_V_PRES,7DEABRIL1_STAPRE_LIVE,CALLE30_V_PRES,ARENOSA_RED_PRESION,ARENOSA_RED_TEMPERATURA,ARENOSA_RED_FLOWRATE
1/11/2023 0:15, 244.35 , 245.15 , 241.99 , 241.64 , 244.23 , 241.70 , 247.63 , 249.93 , 71.50 ," 1,105.86 "
1/11/2023 0:30, 243.71 , 245.01 , 241.99 , 241.64 , 244.10 , 241.70 , 247.50 , 249.99 , 71.47 ," 1,076.74 "
1/11/2023 0:45, 243.78 , 244.91 , 241.03 , 241.64 , 243.84 , 241.63 , 247.57 , 249.93 , 71.54 ," 1,062.49 "
1/11/2023 1:00, 244.03 , 245.15 , 241.99 , 241.64 , 244.48 , 241.54 , 247.57 , 249.95 , 71.07 ," 1,105.36 "
1/11/2023 1:15, 244.35 , 245.10 , 241.99 , 242.60 , 244.10 , 241.44 , 247.63 , 249.98 , 70.17 ," 1,033.96 "
1/11/2023 1:30, 244.35 , 245.37 , 241.99 , 241.64 , 244.29 , 241.44 , 247.76 , 249.98 , 69.58 ," 1,068.05 "
1/11/2023 1:45, 244.35 , 245.53 , 241.99 , 241.83 , 244.23 , 241.63 , 247.85 , 250.10 , 69.77 ," 1,027.08 "
1/11/2023 2:00, 244.35 , 245.75 , 241.99 , 242.60 , 244.80 , 241.44 , 247.99 , 249.98 , 69.99 , 968.16 
1/11/2023 2:15, 244.99 , 245.85 , 242.95 , 242.60 , 245.06 , 241.84 , 248.08 , 249.99 , 70.07 ," 1,015.49 "
1/11/2023 2:30, 244.99 , 245.89 , 242.63 , 242.60 , 245.06 , 241.84 , 248.08 , 249.99 , 69.95 , 994.55 
1/11/2023 2:45, 244.99 , 245.70 , 241.67 , 241.64 , 245.06 , 241.84 , 248.08 , 249.98 , 70.04 ," 1,095.68 "
1/11/2023 3:00, 244.03 , 245.27 , 241.67 , 241.64 , 245.06 , 241.75 , 247.91 , 250.02 , 70.14 ," 1,086.20 "
1/11/2023 3:15, 244.67 , 245.61 , 242.63 , 242.60 , 244.61 , 241.56 , 247.82 , 250.02 , 70.01 ," 1,028.01 "
1/11/2023 3:30, 244.67 , 245.57 , 242.31 , 241.64 , 244.29 , 241.84 , 247.89 , 250.01 , 69.93 ," 1,052.94 "
1/11/2023 3:45, 244.03 , 245.31 , 242.05 , 242.41 , 244.16 , 241.66 , 247.72 , 249.98 , 69.98 ," 1,052.83 "
1/11/2023 4:00, 244.09 , 245.37 , 241.73 , 241.64 , 244.10 , 241.56 , 247.70 , 249.98 , 70.06 ," 1,041.82 "
1/11/2023 4:15, 244.67 , 245.42 , 241.35 , 241.64 , 244.34 , 241.41 , 247.50 , 249.99 , 69.97 ," 1,131.57 "
1/11/2023 4:30, 244.03 , 245.01 , 241.35 , 241.64 , 243.65 , 241.41 , 247.44 , 249.98 , 69.86 ," 1,270.47 "
1/11/2023 4:45, 243.07 , 244.12 , 240.39 , 240.36 , 242.82 , 241.13 , 246.99 , 249.99 , 69.91 ," 1,393.26 "
1/11/2023 5:00, 242.43 , 243.44 , 239.43 , 240.04 , 241.99 , 240.57 , 246.50 , 250.07 , 69.81 ," 1,454.32 "
1/11/2023 5:15, 242.43 , 243.17 , 239.43 , 239.41 , 241.79 , 238.05 , 246.35 , 250.02 , 69.78 ," 1,494.02 "
1/11/2023 5:30, 241.48 , 242.88 , 238.79 , 238.13 , 241.09 , 238.05 , 246.03 , 249.90 , 69.76 ," 1,632.19 "
1/11/2023 5:45, 239.43 , 241.14 , 236.87 , 236.85 , 239.60 , 235.62 , 244.81 , 249.93 , 69.66 ," 1,705.63 "
1/11/2023 6:00, 238.47 , 240.58 , 235.91 , 235.89 , 238.03 , 231.52 , 245.01 , 250.11 , 69.73 ," 1,776.72 "
1/11/2023 6:15, 238.28 , 239.82 , 235.53 , 234.94 , 238.33 , 229.81 , 244.69 , 249.95 , 69.61 ," 1,778.18 "
1/11/2023 6:30, 237.32 , 238.66 , 234.96 , 234.94 , 236.99 , 229.35 , 244.43 , 249.98 , 69.77 ," 1,808.21 "
1/11/2023 6:45, 237.32 , 238.93 , 234.96 , 234.94 , 237.31 , 230.65 , 244.11 , 250.05 , 69.87 ," 1,842.22 "
1/11/2023 7:00, 237.32 , 238.54 , 235.02 , 234.94 , 236.67 , 230.84 , 244.56 , 249.96 , 70.01 ," 1,806.35 "
1/11/2023 7:15, 237.64 , 238.53 , 234.32 , 233.98 , 236.93 , 232.96 , 244.11 , 249.87 , 70.47 ," 1,906.94 "
1/11/2023 7:30, 235.73 , 237.49 , 233.49 , 233.02 , 235.27 , 232.96 , 244.05 , 250.08 , 70.92 ," 1,963.62 "
1/11/2023 7:45, 235.09 , 236.94 , 232.08 , 231.75 , 234.88 , 232.00 , 243.73 , 249.96 , 71.01 ," 1,956.75 "
1/11/2023 8:00, 234.13 , 235.54 , 232.08 , 231.75 , 233.79 , 232.99 , 243.28 , 249.90 , 71.61 ," 1,934.17 "
1/11/2023 8:15, 234.13 , 235.65 , 231.12 , 231.11 , 233.98 , 232.40 , 243.28 , 249.99 , 71.90 ," 1,924.65 "
1/11/2023 8:30, 234.45 , 236.12 , 232.08 , 232.06 , 234.24 , 232.40 , 243.92 , 249.96 , 71.46 ," 1,897.71 "
1/11/2023 8:45, 234.77 , 235.77 , 231.12 , 230.72 , 233.85 , 231.06 , 243.53 , 250.01 , 71.43 ," 2,060.17 "
1/11/2023 9:00, 233.17 , 234.68 , 231.12 , 230.53 , 232.76 , 231.18 , 242.77 , 249.98 , 72.45 ," 1,933.51 "
1/11/2023 9:15, 235.09 , 236.09 , 232.08 , 231.11 , 234.12 , 230.99 , 243.21 , 250.02 , 73.21 ," 1,892.79 "
1/11/2023 9:30, 234.13 , 235.43 , 230.80 , 231.11 , 233.67 , 230.99 , 243.47 , 249.96 , 73.37 ," 2,001.22 "
1/11/2023 9:45, 233.17 , 234.42 , 230.80 , 230.15 , 232.44 , 230.78 , 242.83 , 250.02 , 73.80 ," 2,025.09 "
1/11/2023 10:00, 233.49 , 234.85 , 230.61 , 230.15 , 232.83 , 228.91 , 243.47 , 250.08 , 74.23 ," 2,014.77 "
1/11/2023 10:15, 233.68 , 235.05 , 230.80 , 230.15 , 233.31 , 228.63 , 242.87 , 250.02 , 73.70 ," 2,117.33 "
1/11/2023 10:30, 232.85 , 233.83 , 229.84 , 229.19 , 231.61 , 228.63 , 242.38 , 249.96 , 72.80 ," 2,117.67 "
1/11/2023 10:45, 230.94 , 232.68 , 227.92 , 227.28 , 230.20 , 224.28 , 241.96 , 250.02 , 72.36 ," 2,155.22 "
1/11/2023 11:00, 230.30 , 231.65 , 226.96 , 227.28 , 229.30 , 223.41 , 241.81 , 250.02 , 71.82 ," 2,258.28 "
1/11/2023 11:15, 230.62 , 231.60 , 227.28 , 227.28 , 228.92 , 218.59 , 242.15 , 250.08 , 71.34 ," 2,246.04 "
1/11/2023 11:30, 230.17 , 231.92 , 227.28 , 227.28 , 229.11 , 219.33 , 241.87 , 250.13 , 70.99 ," 2,281.67 "
1/11/2023 11:45, 229.02 , 230.47 , 224.41 , 224.40 , 227.56 , 217.00 , 240.78 , 250.04 , 70.95 ," 2,378.51 "
1/11/2023 12:00, 227.74 , 229.16 , 224.41 , 224.40 , 226.36 , 215.04 , 240.91 , 250.01 , 71.73 ," 2,387.16 "
1/11/2023 12:15, 229.02 , 229.94 , 226.32 , 226.32 , 227.64 , 216.16 , 240.59 , 249.95 , 71.27 ," 2,291.31 "
1/11/2023 12:30, 229.98 , 230.62 , 226.71 , 227.28 , 228.73 , 216.16 , 241.01 , 250.07 , 70.67 ," 2,299.01 "
1/11/2023 12:45, 230.30 , 231.45 , 227.28 , 227.28 , 229.37 , 216.56 , 241.93 , 249.99 , 70.54 ," 2,233.18 "
1/11/2023 13:00, 232.53 , 232.66 , 229.20 , 229.19 , 231.03 , 216.56 , 242.06 , 250.08 , 70.52 ," 2,092.41 "
1/11/2023 13:15, 234.45 , 234.64 , 230.80 , 231.11 , 233.40 , 227.44 , 242.57 , 249.87 , 70.56 ," 1,950.60 "
1/11/2023 13:30, 234.13 , 235.11 , 231.76 , 232.06 , 233.79 , 227.72 , 242.83 , 250.10 , 70.73 ," 1,930.32 "
1/11/2023 13:45, 235.09 , 235.67 , 233.68 , 233.66 , 234.49 , 230.64 , 243.85 , 250.08 , 70.90 ," 1,916.62 "
1/11/2023 14:00, 234.77 , 235.99 , 232.72 , 232.70 , 234.68 , 232.25 , 243.85 , 251.24 , 70.59 ," 1,899.60 "
1/11/2023 14:15, 236.37 , 237.57 , 233.68 , 233.66 , 236.09 , 234.24 , 243.97 , 249.96 , 70.10 ," 1,804.83 "
1/11/2023 14:30, 237.00 , 237.55 , 234.00 , 234.62 , 236.54 , 234.24 , 244.24 , 250.08 , 70.24 ," 1,834.63 "
1/11/2023 14:45, 236.05 , 236.95 , 233.68 , 233.66 , 236.29 , 235.91 , 244.12 , 249.95 , 70.42 ," 1,825.92 "
1/11/2023 15:00, 236.37 , 237.81 , 234.06 , 233.66 , 236.34 , 236.19 , 244.30 , 250.02 , 70.37 ," 1,802.74 "
1/11/2023 15:15, 237.32 , 238.34 , 234.64 , 234.94 , 237.05 , 236.66 , 244.23 , 249.98 , 70.47 ," 1,753.05 "
1/11/2023 15:30, 236.68 , 238.12 , 234.64 , 234.30 , 236.80 , 236.66 , 244.30 , 250.05 , 70.70 ," 1,869.36 "
1/11/2023 15:45, 236.68 , 237.80 , 234.64 , 235.26 , 236.93 , 236.38 , 243.79 , 249.98 , 70.75 ," 1,773.22 "
1/11/2023 16:00, 237.64 , 238.73 , 235.60 , 235.26 , 237.63 , 236.38 , 244.34 , 250.02 , 70.74 ," 1,787.39 "
1/11/2023 16:15, 237.64 , 239.12 , 235.60 , 236.21 , 237.76 , 236.41 , 244.48 , 249.99 , 70.84 ," 1,687.26 "
1/11/2023 16:30, 238.28 , 239.34 , 235.60 , 235.26 , 238.18 , 236.41 , 244.49 , 249.99 , 70.83 ," 1,767.23 "
1/11/2023 16:45, 237.90 , 238.86 , 234.64 , 234.94 , 237.89 , 236.13 , 244.37 , 250.02 , 70.88 ," 1,801.44 "
1/11/2023 17:00, 237.32 , 238.21 , 234.64 , 233.98 , 236.80 , 235.20 , 244.11 , 250.02 , 70.90 ," 1,813.45 "
1/11/2023 17:15, 236.81 , 238.12 , 233.87 , 233.98 , 235.52 , 234.26 , 244.11 , 250.13 , 70.66 ," 1,859.99 "
1/11/2023 17:30, 236.81 , 238.14 , 234.00 , 233.98 , 236.22 , 234.08 , 244.46 , 250.08 , 70.40 ," 1,915.53 "
1/11/2023 17:45, 236.37 , 237.32 , 234.00 , 233.98 , 236.20 , 233.52 , 244.08 , 249.99 , 70.32 ," 1,896.99 "
1/11/2023 18:00, 235.41 , 236.83 , 232.72 , 233.02 , 235.58 , 233.52 , 243.65 , 249.87 , 70.40 ," 1,940.23 "
1/11/2023 18:15, 235.73 , 236.76 , 234.32 , 234.11 , 235.26 , 231.28 , 243.73 , 250.08 , 70.57 ," 1,841.11 "
1/11/2023 18:30, 236.68 , 237.59 , 234.32 , 233.34 , 236.35 , 231.28 , 243.99 , 249.95 , 70.75 ," 1,959.41 "
1/11/2023 18:45, 235.09 , 236.39 , 233.04 , 233.02 , 235.13 , 230.56 , 243.60 , 250.05 , 70.65 ," 1,902.84 "
1/11/2023 19:00, 236.05 , 236.84 , 234.00 , 233.41 , 235.76 , 230.19 , 243.92 , 250.05 , 70.67 ," 1,844.39 "
1/11/2023 19:15, 237.00 , 237.82 , 235.34 , 235.13 , 236.99 , 233.36 , 244.49 , 249.99 , 70.77 ," 1,795.11 "
1/11/2023 19:30, 237.64 , 238.67 , 235.91 , 235.58 , 237.69 , 232.89 , 244.75 , 249.93 , 71.29 ," 1,728.74 "
1/11/2023 19:45, 239.56 , 240.49 , 238.47 , 238.45 , 239.55 , 234.01 , 245.71 , 250.07 , 71.43 ," 1,582.93 "
1/11/2023 20:00, 239.88 , 241.13 , 237.51 , 237.49 , 240.13 , 235.41 , 245.24 , 250.05 , 71.46 ," 1,549.23 "
1/11/2023 20:15, 239.88 , 240.92 , 237.83 , 237.68 , 239.82 , 237.74 , 245.65 , 249.95 , 71.47 ," 1,583.54 "
1/11/2023 20:30, 240.52 , 241.37 , 238.47 , 238.45 , 240.22 , 237.74 , 245.97 , 249.90 , 71.36 ," 1,551.18 "
1/11/2023 20:45, 240.52 , 241.53 , 239.05 , 238.83 , 240.83 , 238.30 , 246.12 , 249.90 , 71.43 ," 1,484.35 "
1/11/2023 21:00, 241.48 , 242.43 , 239.43 , 239.41 , 241.79 , 239.70 , 246.07 , 250.02 , 71.32 ," 1,491.43 "
1/11/2023 21:15, 241.48 , 242.60 , 239.43 , 239.41 , 241.60 , 239.79 , 246.09 , 250.08 , 71.34 ," 1,427.31 "
1/11/2023 21:30, 241.80 , 243.00 , 239.43 , 239.41 , 242.18 , 239.79 , 246.09 , 249.98 , 71.57 ," 1,450.50 "
1/11/2023 21:45, 241.80 , 242.48 , 240.01 , 239.79 , 241.60 , 240.01 , 246.35 , 249.98 , 71.61 ," 1,369.43 "
1/11/2023 22:00, 242.11 , 242.98 , 239.43 , 239.41 , 242.31 , 240.01 , 246.54 , 250.04 , 71.62 ," 1,325.09 "
1/11/2023 22:15, 243.07 , 243.66 , 241.35 , 241.32 , 242.75 , 240.19 , 246.73 , 249.99 , 71.76 ," 1,249.93 "
1/11/2023 22:30, 243.07 , 244.41 , 241.35 , 241.32 , 243.52 , 240.19 , 247.12 , 250.04 , 71.62 ," 1,261.26 "
1/11/2023 22:45, 243.07 , 244.19 , 241.16 , 241.13 , 243.33 , 240.78 , 247.12 , 250.02 , 71.41 ," 1,255.31 "
1/11/2023 23:00, 243.07 , 244.24 , 241.35 , 241.32 , 243.46 , 240.78 , 247.30 , 249.92 , 70.36 ," 1,248.25 "
1/11/2023 23:15, 243.07 , 244.02 , 241.22 , 241.32 , 243.47 , 240.78 , 246.91 , 249.95 , 70.63 ," 1,240.47 "
1/11/2023 23:30, 243.07 , 244.60 , 241.03 , 241.32 , 243.71 , 240.69 , 247.31 , 249.96 , 70.97 ," 1,198.49 "
1/11/2023 23:45, 243.39 , 244.20 , 241.03 , 241.32 , 243.46 , 240.87 , 247.12 , 250.02 , 70.95 ," 1,139.10 "
2/11/2023 0:00, 243.39 , 244.63 , 241.03 , 241.32 , 243.46 , 240.87 , 247.57 , 250.01 , 70.96 ," 1,148.89 "
2/11/2023 0:15, 243.39 , 244.81 , 241.99 , 241.32 , 243.46 , 240.87 , 247.57 , 249.92 , 70.89 ," 1,108.92 "
2/11/2023 0:30, 244.03 , 244.81 , 241.54 , 241.96 , 243.46 , 241.06 , 247.54 , 250.07 , 70.92 ," 1,082.98 "
2/11/2023 0:45, 244.03 , 244.66 , 241.35 , 241.00 , 243.91 , 241.06 , 247.63 , 249.99 , 70.86 ," 1,114.74 "
2/11/2023 1:00, 244.03 , 244.69 , 241.35 , 241.00 , 243.91 , 240.69 , 247.63 , 250.04 , 70.91 ," 1,114.28 "
2/11/2023 1:30, 243.39 , 244.56 , 241.35 , 241.00 , 243.97 , 240.97 , 247.66 , 249.98 , 70.98 ," 1,126.18 "
2/11/2023 1:45, 243.39 , 243.85 , 241.35 , 241.39 , 243.97 , 240.87 , 247.66 , 249.98 , 70.99 ," 1,098.28 "
2/11/2023 2:00, 244.03 , 244.68 , 242.12 , 241.96 , 244.04 , 240.97 , 247.63 , 249.96 , 70.97 ," 1,107.46 "
2/11/2023 2:15, 243.39 , 244.56 , 241.35 , 241.39 , 243.91 , 240.90 , 247.70 , 249.96 , 70.95 ," 1,099.32 "
2/11/2023 2:30, 244.03 , 244.71 , 241.35 , 241.00 , 244.04 , 240.90 , 247.76 , 249.95 , 70.98 ," 1,091.81 "
2/11/2023 2:45, 244.03 , 244.73 , 241.99 , 242.02 , 244.55 , 240.90 , 247.70 , 249.98 , 71.13 ," 1,071.96 "
2/11/2023 3:00, 244.03 , 244.99 , 241.99 , 241.64 , 244.28 , 240.99 , 247.95 , 250.01 , 71.00 ," 1,127.81 "
2/11/2023 3:15, 244.03 , 244.56 , 241.99 , 241.64 , 244.02 , 240.81 , 247.63 , 249.96 , 70.95 ," 1,086.14 "
2/11/2023 3:30, 244.03 , 244.66 , 241.99 , 241.64 , 244.10 , 240.99 , 247.70 , 249.99 , 69.72 ," 1,077.04 "
2/11/2023 3:45, 244.03 , 244.61 , 241.99 , 241.64 , 244.10 , 240.81 , 247.57 , 249.96 , 68.85 ," 1,089.31 "
2/11/2023 4:00, 244.03 , 244.98 , 241.99 , 241.64 , 244.29 , 240.81 , 247.50 , 250.04 , 68.27 ," 1,145.98 "
2/11/2023 4:15, 244.03 , 244.72 , 241.99 , 241.64 , 244.23 , 240.81 , 247.62 , 249.96 , 68.01 ," 1,177.30 "
2/11/2023 4:30, 243.39 , 244.40 , 241.03 , 241.64 , 243.78 , 240.81 , 247.27 , 250.07 , 67.73 ," 1,266.88 "
2/11/2023 4:45, 243.39 , 244.01 , 240.07 , 239.73 , 243.14 , 240.62 , 246.73 , 250.02 , 67.46 ," 1,410.67 "
2/11/2023 5:00, 242.43 , 243.06 , 239.11 , 238.96 , 242.11 , 240.06 , 246.29 , 250.10 , 67.31 ," 1,442.15 "
2/11/2023 5:15, 241.48 , 242.46 , 239.11 , 238.77 , 241.22 , 237.17 , 246.16 , 249.93 , 67.31 ," 1,564.44 "
2/11/2023 5:30, 240.84 , 241.82 , 238.15 , 238.13 , 240.51 , 237.17 , 245.71 , 249.96 , 67.29 ," 1,630.04 "
2/11/2023 5:45, 240.84 , 240.25 , 236.23 , 236.21 , 238.81 , 233.81 , 245.71 , 249.92 , 67.27 ," 1,778.06 "
2/11/2023 6:00, 237.64 , 239.15 , 234.64 , 234.62 , 237.31 , 231.76 , 244.75 , 249.89 , 67.32 ," 1,799.10 "
2/11/2023 6:15, 237.13 , 238.17 , 233.68 , 233.66 , 236.61 , 229.52 , 244.40 , 250.10 , 67.33 ," 1,856.04 "
2/11/2023 6:30, 236.37 , 237.60 , 233.68 , 233.66 , 236.03 , 229.52 , 243.84 , 250.02 , 67.45 ," 1,805.65 "
2/11/2023 6:45, 235.73 , 236.80 , 232.72 , 231.94 , 235.20 , 229.24 , 244.17 , 250.08 , 67.68 ," 1,874.34 "
2/11/2023 7:00, 235.09 , 236.51 , 232.72 , 232.38 , 234.72 , 230.24 , 243.79 , 250.02 , 68.12 ," 1,848.85 "
2/11/2023 7:15, 234.13 , 236.08 , 231.76 , 231.43 , 233.72 , 229.68 , 243.66 , 249.96 , 68.33 ," 1,876.75 "
2/11/2023 7:30, 233.81 , 235.66 , 230.80 , 230.47 , 233.85 , 229.68 , 243.60 , 250.02 , 68.35 ," 2,020.54 "
2/11/2023 7:45, 233.17 , 234.26 , 230.80 , 230.66 , 232.83 , 231.45 , 243.52 , 250.02 , 68.44 ," 1,969.10 "
2/11/2023 8:00, 233.81 , 235.19 , 231.57 , 231.23 , 233.94 , 230.03 , 243.92 , 249.98 , 68.81 ," 1,965.67 "
2/11/2023 8:15, 234.13 , 234.91 , 230.80 , 231.11 , 233.30 , 230.93 , 243.66 , 250.04 , 68.94 ," 1,968.25 "
2/11/2023 8:30, 233.17 , 234.46 , 230.80 , 230.15 , 233.02 , 230.93 , 243.28 , 250.01 , 68.88 ," 2,020.44 "
2/11/2023 8:45, 232.21 , 233.63 , 229.84 , 229.19 , 232.38 , 229.79 , 242.96 , 249.95 , 68.79 ," 2,082.36 "
2/11/2023 9:00, 232.21 , 233.22 , 229.20 , 229.19 , 231.53 , 228.83 , 242.77 , 249.98 , 69.03 ," 2,056.21 "
2/11/2023 9:15, 232.21 , 233.33 , 229.52 , 229.83 , 232.19 , 230.29 , 242.83 , 250.24 , 69.48 ," 2,133.28 "
2/11/2023 9:30, 233.17 , 233.74 , 230.16 , 229.83 , 232.38 , 230.29 , 243.60 , 250.07 , 69.89 ," 2,141.54 "
2/11/2023 9:45, 231.25 , 232.88 , 228.24 , 227.91 , 231.35 , 228.40 , 242.77 , 249.96 , 70.09 ," 2,146.74 "
2/11/2023 10:00, 231.25 , 231.71 , 228.24 , 227.91 , 230.65 , 227.07 , 241.93 , 250.07 , 70.23 ," 2,118.55 "
2/11/2023 10:15, 231.06 , 231.98 , 227.28 , 226.96 , 229.69 , 224.58 , 242.00 , 250.08 , 70.67 ," 2,277.33 "
2/11/2023 10:30, 229.34 , 230.45 , 226.32 , 226.96 , 228.86 , 222.69 , 241.61 , 250.01 , 70.09 ," 2,179.27 "
2/11/2023 10:45, 229.34 , 230.77 , 226.32 , 226.00 , 228.53 , 222.50 , 241.23 , 249.92 , 69.76 ," 2,290.18 "
2/11/2023 11:00, 228.25 , 229.49 , 225.37 , 225.04 , 227.70 , 220.14 , 241.04 , 249.96 , 69.62 ," 2,385.23 "
2/11/2023 11:15, 227.10 , 228.46 , 223.45 , 223.13 , 226.42 , 215.64 , 240.27 , 250.05 , 69.63 ," 2,371.05 "
2/11/2023 11:30, 225.95 , 227.45 , 222.49 , 222.42 , 224.32 , 215.64 , 239.82 , 250.02 , 70.16 ," 2,479.31 "
2/11/2023 11:45, 226.14 , 227.30 , 222.49 , 222.81 , 225.14 , 210.50 , 240.46 , 250.08 , 70.08 ," 2,444.53 "
2/11/2023 12:00, 226.14 , 227.50 , 223.45 , 222.81 , 225.46 , 210.22 , 240.14 , 249.90 , 70.11 ," 2,419.07 "
2/11/2023 12:15, 225.51 , 226.88 , 223.45 , 223.77 , 224.76 , 210.38 , 240.01 , 250.08 , 69.84 ," 2,420.09 "
2/11/2023 12:30, 225.82 , 227.38 , 223.45 , 223.77 , 225.41 , 210.38 , 240.20 , 250.04 , 69.78 ," 2,322.24 "
2/11/2023 12:45, 226.78 , 228.62 , 225.30 , 225.62 , 226.16 , 214.39 , 240.40 , 250.08 , 69.57 ," 2,300.22 "
2/11/2023 13:00, 229.34 , 230.19 , 226.64 , 226.57 , 228.34 , 217.25 , 240.85 , 249.92 , 69.30 ," 2,271.74 "
2/11/2023 13:15, 230.30 , 230.22 , 228.37 , 227.91 , 228.34 , 222.69 , 241.29 , 250.10 , 69.14 ," 2,141.14 "
2/11/2023 13:30, 230.94 , 231.69 , 228.56 , 227.91 , 230.38 , 222.69 , 242.52 , 250.07 , 68.84 ," 2,074.07 "
2/11/2023 13:45, 231.89 , 232.94 , 230.86 , 230.79 , 232.25 , 225.77 , 242.89 , 250.04 , 68.49 ," 1,976.97 "
2/11/2023 14:00, 233.81 , 234.51 , 230.67 , 230.79 , 233.08 , 228.69 , 242.64 , 249.92 , 68.44 ," 1,938.90 "
2/11/2023 14:15, 234.77 , 235.41 , 232.40 , 232.13 , 233.08 , 231.98 , 243.28 , 250.02 , 68.56 ," 1,854.66 "
2/11/2023 14:30, 235.09 , 236.04 , 232.40 , 232.70 , 234.84 , 231.98 , 243.82 , 249.90 , 68.29 ," 1,853.94 "
2/11/2023 14:45, 235.73 , 236.39 , 232.72 , 232.38 , 234.84 , 234.34 , 243.79 , 249.84 , 68.02 ," 1,855.06 "
2/11/2023 15:00, 235.73 , 236.22 , 232.91 , 233.15 , 234.84 , 234.55 , 244.17 , 249.93 , 67.94 ," 1,847.79 "
2/11/2023 15:15, 236.17 , 237.05 , 232.72 , 233.34 , 235.71 , 234.77 , 244.43 , 250.08 , 67.86 ," 1,865.23 "
2/11/2023 15:30, 236.17 , 236.64 , 233.36 , 233.34 , 235.71 , 234.77 , 244.11 , 249.84 , 67.62 ," 1,839.11 "
2/11/2023 15:45, 236.37 , 236.81 , 233.36 , 233.34 , 235.71 , 234.93 , 244.05 , 250.01 , 67.41 ," 1,852.04 "
2/11/2023 16:00, 236.68 , 237.10 , 233.93 , 233.92 , 236.03 , 233.81 , 243.98 , 250.01 , 67.44 ," 1,876.62 "
2/11/2023 16:15, 236.68 , 237.52 , 232.72 , 232.38 , 236.09 , 233.13 , 243.34 , 250.04 , 67.40 ," 1,954.78 "
2/11/2023 16:30, 235.73 , 236.39 , 233.68 , 234.30 , 235.20 , 233.13 , 243.60 , 249.96 , 67.45 ," 1,884.71 "
2/11/2023 16:45, 235.73 , 237.54 , 234.64 , 234.62 , 236.71 , 233.13 , 244.10 , 250.02 , 67.36 ," 1,889.38 "
2/11/2023 17:00, 236.05 , 237.55 , 233.68 , 233.66 , 236.16 , 233.16 , 244.14 , 249.93 , 67.40 ," 1,843.38 "
2/11/2023 17:15, 237.64 , 238.29 , 234.32 , 234.30 , 237.18 , 233.62 , 244.69 , 250.02 , 67.11 ," 1,831.05 "
2/11/2023 17:30, 236.37 , 237.66 , 233.68 , 233.53 , 236.03 , 233.62 , 244.02 , 249.98 , 66.94 ," 1,916.42 "
2/11/2023 17:45, 236.37 , 237.86 , 233.68 , 234.30 , 236.50 , 232.62 , 243.79 , 249.95 , 66.88 ," 1,837.94 "
2/11/2023 18:00, 237.00 , 238.26 , 234.44 , 234.30 , 236.41 , 231.22 , 244.02 , 249.92 , 66.27 ," 1,947.28 "
2/11/2023 18:15, 235.09 , 236.65 , 232.72 , 232.58 , 234.94 , 228.55 , 243.47 , 250.02 , 65.80 ," 1,834.62 "
2/11/2023 18:30, 236.49 , 237.38 , 233.68 , 234.11 , 235.96 , 228.57 , 244.30 , 250.01 , 65.62 ," 1,824.50 "
2/11/2023 18:45, 236.49 , 237.82 , 234.00 , 234.11 , 236.22 , 229.88 , 244.05 , 250.05 , 65.27 ," 1,802.26 "
2/11/2023 19:00, 237.32 , 238.06 , 234.76 , 234.30 , 236.54 , 231.19 , 244.29 , 250.04 , 65.19 ," 1,892.91 "
2/11/2023 19:15, 236.37 , 237.09 , 234.00 , 233.53 , 235.71 , 231.84 , 244.11 , 249.96 , 65.07 ," 1,848.22 "
2/11/2023 19:30, 236.30 , 237.39 , 234.00 , 234.30 , 235.71 , 231.84 , 244.20 , 250.10 , 65.02 ," 1,698.65 "
2/11/2023 19:45, 236.30 , 239.12 , 235.47 , 235.64 , 235.71 , 234.54 , 244.20 , 250.04 , 65.05 ," 1,717.50 "
2/11/2023 20:00, 237.96 , 239.29 , 235.91 , 235.89 , 237.89 , 235.22 , 245.35 , 249.99 , 65.04 ," 1,699.38 "
2/11/2023 20:15, 238.92 , 239.79 , 236.87 , 236.85 , 238.26 , 235.97 , 245.11 , 250.04 , 64.96 ," 1,588.18 "
2/11/2023 20:30, 239.88 , 240.95 , 237.83 , 237.81 , 239.94 , 235.97 , 245.52 , 250.05 , 64.88 ," 1,587.53 "
2/11/2023 20:45, 239.88 , 240.82 , 238.15 , 238.77 , 239.94 , 237.06 , 245.77 , 249.92 , 64.91 ," 1,574.68 "
2/11/2023 21:00, 240.84 , 241.74 , 238.79 , 238.77 , 240.64 , 238.46 , 245.56 , 249.99 , 64.80 ," 1,570.34 "
2/11/2023 21:15, 239.88 , 241.30 , 238.79 , 238.77 , 240.32 , 238.30 , 245.52 , 250.10 , 64.79 ," 1,452.45 "
2/11/2023 21:30, 241.48 , 242.00 , 238.79 , 238.77 , 241.09 , 238.77 , 245.84 , 250.08 , 64.73 ," 1,426.98 "
2/11/2023 21:45, 241.80 , 242.13 , 239.75 , 239.73 , 241.28 , 239.33 , 246.09 , 249.90 , 64.74 ," 1,380.86 "
2/11/2023 22:00, 241.16 , 242.51 , 238.79 , 239.09 , 241.28 , 239.70 , 246.35 , 250.04 , 64.89 ," 1,406.48 "
2/11/2023 22:15, 241.16 , 242.23 , 239.43 , 239.09 , 241.54 , 239.51 , 246.03 , 249.95 , 64.80 ," 1,346.27 "
